CPT Codes,Procedure Code Category,Operative Procedure,Procedure Description,Procedure Code Descriptions
27592,AMP,Limb amputation,"Total or partial amputation or disarticulation of the upper or lower limbs, including digits","Amputation, thigh, through femur, any level; open, circular (guillotine) "
27598,AMP,Limb amputation,"Total or partial amputation or disarticulation of the upper or lower limbs, including digits",Disarticulation at knee
27758,FX,Open reduction of fracture,Open reduction of fracture or dislocation of long bones with our without internal or external fixation; does not include placement of joint prosthesis,"Open treatment of tibial shaft fracture (with or without fibular fracture), with plate/screws, with or without cerclage"
27759,FX,Open reduction of fracture,Open reduction of fracture or dislocation of long bones with our without internal or external fixation; does not include placement of joint prosthesis,"Treatment of tibial shaft fracture (with or without fibular fracture) by intramedullary implant, with or without interlocking screws and/or cerclage"
27766,FX,Open reduction of fracture,Open reduction of fracture or dislocation of long bones with our without internal or external fixation; does not include placement of joint prosthesis,"Open treatment of medial malleolus fracture, includes internal fixation, when performed"
27769,FX,Open reduction of fracture,Open reduction of fracture or dislocation of long bones with our without internal or external fixation; does not include placement of joint prosthesis,"Open treatment of posterior malleolus fracture, includes internal fixation, when performed"
27784,FX,Open reduction of fracture,Open reduction of fracture or dislocation of long bones with our without internal or external fixation; does not include placement of joint prosthesis,"Open treatment of proximal fibula or shaft fracture, includes internal fixation, when performed"
27792,FX,Open reduction of fracture,Open reduction of fracture or dislocation of long bones with our without internal or external fixation; does not include placement of joint prosthesis,"Open treatment of distal fibular fracture (lateral malleolus), includes internal fixation, when performed"
27814,FX,Open reduction of fracture,Open reduction of fracture or dislocation of long bones with our without internal or external fixation; does not include placement of joint prosthesis,"Open treatment of bimalleolar ankle fracture (eg, lateral and medial malleoli, or lateral and posterior malleoli, or medial and posterior malleoli), includes internal fixation, when performed"
27822,FX,Open reduction of fracture,Open reduction of fracture or dislocation of long bones with our without internal or external fixation; does not include placement of joint prosthesis,"Open treatment of trimalleolar ankle fracture, includes internal fixation, when performed, medial and/or lateral malleolus; without fixation of posterior lip"
27823,FX,Open reduction of fracture,Open reduction of fracture or dislocation of long bones with our without internal or external fixation; does not include placement of joint prosthesis,"Open treatment of trimalleolar ankle fracture, includes internal fixation, when performed, medial and/or lateral malleolus; with fixation of posterior lip"
27826,FX,Open reduction of fracture,Open reduction of fracture or dislocation of long bones with our without internal or external fixation; does not include placement of joint prosthesis,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of fibula only"
27827,FX,Open reduction of fracture,Open reduction of fracture or dislocation of long bones with our without internal or external fixation; does not include placement of joint prosthesis,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of tibia only"
27828,FX,Open reduction of fracture,Open reduction of fracture or dislocation of long bones with our without internal or external fixation; does not include placement of joint prosthesis,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of both tibia and fibula"
27829,FX,Open reduction of fracture,Open reduction of fracture or dislocation of long bones with our without internal or external fixation; does not include placement of joint prosthesis,"Open treatment of distal tibiofibular joint (syndesmosis) disruption, includes internal fixation, when performed"
27880,AMP,Limb amputation,"Total or partial amputation or disarticulation of the upper or lower limbs, including digits","Amputation, leg, through tibia and fibula; "
27881,AMP,Limb amputation,"Total or partial amputation or disarticulation of the upper or lower limbs, including digits","Amputation, leg, through tibia and fibula; with immediate fitting technique including application of first cast"
27882,AMP,Limb amputation,"Total or partial amputation or disarticulation of the upper or lower limbs, including digits","Amputation, leg, through tibia and fibula; open, circular (guillotine) "
27884,AMP,Limb amputation,"Total or partial amputation or disarticulation of the upper or lower limbs, including digits","Amputation, leg, through tibia and fibula; secondary closure or scar revision "
27886,AMP,Limb amputation,"Total or partial amputation or disarticulation of the upper or lower limbs, including digits","Amputation, leg, through tibia and fibula; re-amputation "
27888,AMP,Limb amputation,"Total or partial amputation or disarticulation of the upper or lower limbs, including digits","Amputation, ankle, through malleoli of tibia and fibula (e.g., Syme, Pirogoff type procedures), with plastic closure and resection of nerves "
27889,AMP,Limb amputation,"Total or partial amputation or disarticulation of the upper or lower limbs, including digits",Ankle disarticulation 
28124,AMP,Limb amputation,"Total or partial amputation or disarticulation of the upper or lower limbs, including digits","Partial excision (craterization, saucerization, sequestrectomy, or diaphysectomy) bone (eg, osteomyelitis or bossing); phalanx of toe"
28126,AMP,Limb amputation,"Total or partial amputation or disarticulation of the upper or lower limbs, including digits","Resection, partial or complete, phalangeal base, each toe"
28160,AMP,Limb amputation,"Total or partial amputation or disarticulation of the upper or lower limbs, including digits","Hemiphalangectomy or interphalangeal joint excision, toe, proximal end of phalanx, each"
28800,AMP,Limb amputation,"Total or partial amputation or disarticulation of the upper or lower limbs, including digits","Amputation, foot; midtarsal (e.g., Chopart type procedure) "
28805,AMP,Limb amputation,"Total or partial amputation or disarticulation of the upper or lower limbs, including digits","Amputation, foot; transmetatarsal "
28810,AMP,Limb amputation,"Total or partial amputation or disarticulation of the upper or lower limbs, including digits","Amputation, metatarsal, with toe, single "
